id,job_title,canonical_title
8816b741-0a33-4bc8-9b47-f84b8e4ff3f9,Jr. SWE Level 2,Software Engineer
620d4c9d-8220-48e7-95d4-120d67de415c,SWE Level 3,Software Engineer
391ce754-1d01-43d8-ab65-a77a2bfb2fa7,Senior Full Stack Developer I,Software Engineer
132a487a-c05f-4112-9241-b46803630c41,Jr. Software Developer,Software Engineer
4584929f-ac93-4ffe-9054-7a1ed77409f3,Sr. SWE Level 3,Software Engineer
fe5eaa82-14c4-4dda-9e5f-1e00421217e1,Jr. Software Developer,Software Engineer
c366adeb-2d50-4c48-8c7c-5725283f631a,Sr. SWE Level 2,Software Engineer
f6e21990-abdb-41f6-9bbc-546de18af104,S.r Software Developer Level 2,Software Engineer
86517610-d3a4-4581-8e71-4e10bd3d3d3a,Junior Software Developer eLvel 2,Software Engineer
244f5d99-6d16-4355-a701-cf4546e60843,Frontend Developer I,Software Engineer
c81c45a0-0070-4119-9a7a-ce64175c599a,Sr. Frontend Developer Level 3,Software Engineer
2edccf13-5b97-4abc-b602-f355ed7a5d83,Backend Developer IV,Software Engineer
c17d2b47-9342-4287-8692-1f9633b4ae79,Sr. Frnotend Developer I,Software Engineer
ebed0b7f-a6ea-403c-8be7-e3d03d7b62ee,Seinor SWE I,Software Engineer
bcf029de-48a9-4304-954d-9f6f0c9489a2,Senior Backend Developer IV,Software Engineer
7cab06d6-beab-4d4c-bc96-d7b4cdcc93a9,Senior Frontned Developer Level 2,Software Engineer
a6d897d2-3e59-4523-ba0a-0f34852a60a2,Principal Frontend Developer Level 2,Software Engineer
ae19880c-dc48-44e7-8414-e926219fbd95,Staff Frontend Developer,Software Engineer
91b07877-9644-4d06-8f19-2df677bf2752,Staff Full Stack Developer I,Software Engineer
892ebc94-d1e4-4ff9-9d1e-e8e7a149c07a,Senior Backend Developer Level 3,Software Engineer
8c2482f5-6496-418e-8292-0eb9f9b6815a,Jr. Full Satck Developer II,Software Engineer
08040e9a-ff07-4b97-8f4a-15009d17e944,Lead Backend Developer I,Software Engineer
ec24b416-14f6-4110-8775-351a96a6dd78,Jr. Software Developer III,Software Engineer
fc83b00e-1587-45ee-ad10-ba80588e83d8,Senior Full Stack Deveolper,Software Engineer
15290603-6e1f-42f5-8822-363b06297278,Lead SWE,Software Engineer
fec90d1a-2594-4ee3-95df-382b767dbfec,Jr. Backend Developer II,Software Engineer
1f4a1e37-ae50-40c3-9ed0-0cba071c95f0,Frontend Deevloper IV,Software Engineer
c417ee97-5912-4712-a7f8-961eef45d4b0,Lead Full Stack Developer Level 2,Software Engineer
0ade37cb-cb3b-474b-96c7-61fed8c6139a,Senior Software Developer IV,Software Engineer
395851cd-bbd6-4049-9339-601b06a51f80,Junior Full Stack Developer Level 3,Software Engineer
e9c0e740-7110-40e6-b26b-8265c40beb11,Principal Full Satck Developer II,Software Engineer
3ab44a6f-1092-4bbf-bbe2-0cbe997567b4,Senior Software Deveolper II,Software Engineer
6c4a4c83-561a-44c3-b3d8-ab50ffa4f25a,Associate Frontend Developer II,Software Engineer
35c4f673-266a-4db7-81b1-000ae33b6460,Jr. BackendD eveloper I,Software Engineer
33ae27df-c84f-4e98-8131-e83d333153d0,Backend Developer Level 2,Software Engineer
e76adbe3-e1ee-4e67-9907-b518ab2e4f20,Jr. Full Stack Developer,Software Engineer
0eb246fa-af06-4f57-a310-828737995102,Sr. Full Stack DeveloperI ,Software Engineer
1b04f970-35bb-44d8-bced-28d54c73a3c2,Principal Software Developer,Software Engineer
3ebf4b81-aac1-4841-a4b7-a09ecb11669d,Lead Frontend Developer Level 2,Software Engineer
06034742-c53c-48b5-9be8-d06fe136da73,Associate SWE,Software Engineer
59502980-2b4e-427a-b85b-72a67685f6a9,Sr. Frontedn Developer II,Software Engineer
e338faaa-ce80-48ca-90ed-328e1977d8ea,Junior Full Stack Developer III,Software Engineer
291b3044-b63d-45d8-8edf-bff1298853f8,Principal Full Stack Developer I,Software Engineer
8cadfc93-c2e1-405f-b9aa-312d75621405,Jr. Full Stack Developer Level 2,Software Engineer
f28f3e50-0d01-4fb5-8044-4e75330b891b,Junior Backend Developer II,Software Engineer
f87db31c-0ecb-4a27-b083-6e5c93c54c7b,Satff Backend Developer,Software Engineer
d419539b-ce32-4796-a8ff-69522a10e1f3,Associate Full Stack Developer,Software Engineer
2fb9a2a5-22c1-4637-9c00-dc2d00c108ba,Senior SWE I,Software Engineer
fbf5c245-ce91-492a-b429-9f18882759f3,Junior Software Developer II,Software Engineer
157341ec-f66b-4de8-9673-ab459b360f00,Jr. Backend Deevloper,Software Engineer
e1dba779-2192-4626-895c-258b2b5bae4a,Junior SWE Level 3,Software Engineer
fff70148-a09d-40fc-a19b-8faba21acbc1,Associate Backend Developer,Software Engineer
06d0bc73-7af4-4e3b-8f4c-e65e9be411c4,Staff SWE I,Software Engineer
07ffc32c-d911-4d88-86b2-253d557c924e,Lead Software Developer Level 3,Software Engineer
80fd577c-91ad-48bc-97ee-997bebafdefb,Junior Frontend Developer IV,Software Engineer
4fe5d94e-200f-4f9f-b85b-48b294880667,Full Stack Developer IV,Software Engineer
0a91d37e-2b4e-4e06-b68c-6ad685fd52e4,SWE Lveel 2,Software Engineer
48210de0-95d0-48bb-b8ac-0334a3b2b427,Associate SWE,Software Engineer
570da8fe-d353-4b4a-a4cd-983bd167e501,Sr. Backend Develoepr IV,Software Engineer
08fe70bd-9d44-4569-a93b-68c15b485f45,Lead Frontend Developer,Software Engineer
b96034d6-330e-4653-814c-2bc38d785a7c,Software Developer I,Software Engineer
6f293d4a-6229-4f75-a9f9-5e7df5c33db9,Junior Backend Developer II,Software Engineer
bd8c600c-d905-4771-94bb-89805c76f8e1,Lead Full Stack Developer II,Software Engineer
8d4bbb2c-0335-434e-ae6d-cb813f15f16b,Principal Backend Deevloper IV,Software Engineer
0a1d9854-1395-47e1-9737-3a6ae88fbb23,Senior Full Stack Developer IV,Software Engineer
ecdf0d4d-89bb-45a0-9543-30ca9132d093,Senior Software Developer I,Software Engineer
83abd5e2-fb88-4da9-bf87-a10fdb3db907,Jr. Frotnend Developer IV,Software Engineer
fe048274-4866-4d3e-b843-b784e5311454,Staff Full Stcak Developer Level 2,Software Engineer
e524b9e0-05ea-48cd-af86-471cd723f3ed,Senior Backend Developer II,Software Engineer
2d177529-6282-442f-a1d1-9a9c7c5984ff,Sr. Full Stack Developer Level 3,Software Engineer
37b0b0f5-77b3-402b-ab46-7211e4c2ca85,Lead Full Stack Develope rLevel 3,Software Engineer
9a80c19a-9732-44d0-b505-8d1b57e357cf,S.r Backend Developer I,Software Engineer
171d9615-5a26-4cf6-90b0-07c217eabcd5,Frontedn Developer III,Software Engineer
41fb6aad-a39f-4f03-b012-8c302e6937bf,Junio rSoftware Developer IV,Software Engineer
63bc2296-329f-4f85-a5cb-cfd491f70323,Sr. Frontend Developre,Software Engineer
d4ce7b4f-662d-47f0-ac2e-803948ed3712,SWE,Software Engineer
1babcc69-e8a6-4eaf-9d23-421029cb12bc,Junior Software Developer II,Software Engineer
4e79ab05-5ad7-4631-bca1-da20b786c5f5,Backend Deevloper Level 3,Software Engineer
c07e76f0-d227-4a37-aa76-a0f99e045bc4,Pricnipal SWE,Software Engineer
92fa44a1-d6f7-4d63-b937-ec8062684914,Senior Software Developer Level 3,Software Engineer
6c2767aa-f44d-4326-ac81-90b7fbc3f6fb,Senior Backend Developer,Software Engineer
bd4e9406-376b-4ae5-84c0-474dc557f6b8,Senior Full Stack Developer Level 2,Software Engineer
b14b695f-24b4-4b51-9b9c-543e7b8f9a97,Senior Backend Developer I,Software Engineer
701e694a-5176-47ab-86d6-02c87f2753f9,Lead Frontend Develpoer Level 2,Software Engineer
5f1da2d6-dfe1-4507-9767-fc3cd8048a48,Lead Full Stack Developer Level 3,Software Engineer
d4e8d702-a882-4a3a-9f45-ad466ae237f5,Frontend Developer IV,Software Engineer
3ddd25e9-aeff-4469-9488-3ab3b56ec152,Staff Frontend Developre III,Software Engineer
041234fa-6f45-4f99-8e10-e9510547e18a,Staff Backend Developer II,Software Engineer
6a12ac6b-a954-49ca-8aa1-b476530600ea,Staff oSftware Developer Level 2,Software Engineer
49dd8dc1-0a4e-4d90-8594-d9c992ce6462,Jr. Software Deveolper Level 2,Software Engineer
73091ac9-8a7d-45a5-b97f-ae555606e259,Sr. Software Developer,Software Engineer
01e4a4b6-6c30-4208-a323-e9b841d8a905,Jr. SWE IV,Software Engineer
1e83f914-e77a-43d1-86e2-43d22ecbbd38,Jr. Frontend Developer Level 3,Software Engineer
24fb47b3-5801-4055-b5a1-4386037773e7,Sofwtare Developer I,Software Engineer
b46bde17-2d79-4076-b847-74979c329573,Associate Software Developer II,Software Engineer
67666175-74ad-4e42-a4a2-3fdebe668305,Staff Software Develpoer I,Software Engineer
4ae1c112-7429-4957-80cc-aad9e55b0f7e,Frontend Developer III,Software Engineer
7dbe287c-f330-48fe-ba87-2e99b64158d9,Principal Frontend Developer Level 3,Software Engineer
67ea315b-79a9-4530-a724-691335aeb974,Lead Full Stack Developer III,Software Engineer
7d62018a-d3cf-4518-8893-389d52d2fe73,Senior SW ELevel 2,Software Engineer
5b54539e-5160-4969-a751-067f663c364e,Princiapl Backend Developer IV,Software Engineer
fa52c629-afa0-4ae0-920d-a99a9d72b146,Jr. Software Developer Level 2,Software Engineer
330b80f8-d8fb-4517-a9aa-325aa6c94227,BackendD eveloper IV,Software Engineer
dc5d2042-f44f-49aa-9e4b-d1265ada2cfd,Jr. Software eDveloper Level 3,Software Engineer
97a52cf0-4b7a-42b8-a42c-1c389753bab5,Principal Software Developer Level 2,Software Engineer
d809a6f7-02e7-41dc-92e2-00a12cd84428,Principal SoftwareD eveloper I,Software Engineer
62784d44-7846-4710-8ace-b056422a2c27,Senior Software Developer Level3 ,Software Engineer
74ad60b9-acef-4ad3-bef8-76073c23d2e6,Associate Software Developer I,Software Engineer
7baee618-f888-4c28-8e76-77ce85ebe773,Associate Frontend Developer IV,Software Engineer
79cb5b8a-fb9b-4bd1-b355-3451845fd992,Backend Developer Level 2,Software Engineer
f0f3380f-38aa-42b2-aa03-50c09057cd45,Lead Software Developer,Software Engineer
775e3247-d8ce-4fd9-ba9e-804384cfaf00,Jr. Full Stack Developer Level 3,Software Engineer
03681d72-284f-4e16-ab42-747d4347982d,Senior Frontend Developer IV,Software Engineer
2bdc1330-f4b0-460a-9ae0-2ede6ff3f756,WSE Level 2,Software Engineer
55c79acb-29bc-4119-ab7c-fd071e2d80af,SWE II,Software Engineer
8fbd5cc4-7950-413d-b897-122ee7e0de2e,Sr. Frontend Developer II,Software Engineer
0a59e514-161e-492a-850a-2c6cb7bc680f,Sr .SWE Level 3,Software Engineer
eb46ec08-5f7a-4c8f-aa7a-2f0030afed73,Jr. Frontend Developer Level 3,Software Engineer
b159e251-8288-46f7-9ae5-6b10ee6d07ec,Junior Backend Developer II,Software Engineer
4a3bc591-7fdc-4bb9-a56d-fef8bcd7c784,Jr. Backend Developer IV,Software Engineer
4939aa2e-09ed-4392-832d-678dd1a34878,JuniorS WE Level 3,Software Engineer
1e182c74-7cb8-4560-a613-145b8e7ce0d6,Associate Full Stack Developer Level 2,Software Engineer
75b217ec-0a77-4138-a09b-1f71907f10b8,Sr. Sofwtare Developer II,Software Engineer
60d0743f-6c6e-4cbc-9f85-d28b3fce9a32,Junior Software Developer IV,Software Engineer
4c7cf5f7-881b-424e-aaf2-53c357918f32,Junior Software Developer Level 3,Software Engineer
aa71f023-8d75-464c-b6dc-165ce7b0ca9a,Jr. SWE III,Software Engineer
470d10fd-9621-4379-ba0e-2a71704ca55a,Sr .Backend Developer IV,Software Engineer
920e4a12-e447-4139-a510-26a7d36d62ba,Sr. Full Stack Developer Level 2,Software Engineer
51372326-1a29-4a35-8fe2-9a2899c95cf3,Staff Frontend Developer III,Software Engineer
57f713a7-e4be-482b-aa94-d1d759d87f8b,Jr. Backend Developer III,Software Engineer
671e8337-03e1-4ab2-a5b6-c2d732928e66,Staff Full Stack Developer I,Software Engineer
b5c30b4d-c7d9-4744-8ad5-69c72dff7d16,Principal Full Stack Developer IV,Software Engineer
10278599-b4fd-475b-bd90-f94accde837e,Principal Frontend Developer II,Software Engineer
8b6c7d25-1028-4ca3-98d2-fd00e138ebfe,Sr. Backend Dveeloper,Software Engineer
be629bab-7f43-424a-99c1-5920ec5bb01e,Sr. Backend Developer I,Software Engineer
8b722b59-2b9a-4f05-b2ee-d4d6f5572aa9,Lead Frontend Developer II,Software Engineer
802a7c63-bb21-46b8-9c85-4db0c4c1e390,Associate SWE II,Software Engineer
957ac194-aeca-440d-b1e8-8fb469bc021a,Sr.F rontend Developer,Software Engineer
5ec09318-3606-4c37-b450-1ef008c3c105,Sr. SWE Levle 3,Software Engineer
68b7faf0-92f1-4695-aed6-66dff2381c20,Staff Frontend Deveolper II,Software Engineer
2c72fbad-2e9e-4ee1-a383-7bac4520a4cb,Senior Frontend Developer,Software Engineer
0f6ab038-18cf-412b-85be-3f43f02a2549,Jr. SWE I,Software Engineer
592b394c-749a-4be6-a2af-ccaa639b7978,Associate Full Stack Developer I,Software Engineer
4d38c3b0-d499-41b6-9538-23d9fa76299e,Staff Full Stack Develope rLevel 2,Software Engineer
107f54c4-8d3e-48e7-849f-db8bf9fe7ece,Senior Software DeveloperL evel 2,Software Engineer
983b17a0-23a8-42a6-9491-6c5a459c3f32,Senior BackendD eveloper,Software Engineer
9b2c59c5-5e5e-49f0-a54c-e07848d7b415,Lead SWE I,Software Engineer
c9a76e1a-365f-4a24-9cec-a60c46698469,Junior Full Stack Developer,Software Engineer
7f29f0e8-73d0-4e63-971b-f0c089761339,Sr. uFll Stack Developer III,Software Engineer
541ea2ba-e90d-4cb5-82f4-ff71ce5452bf,Senior Full Stack Developer Level 3,Software Engineer
4ef0bc77-4b54-457c-b0cf-37326e91619f,Full Stack Developer IV,Software Engineer
095eee72-1a34-494f-b2ee-89e62a027021,Jr. Software Developer IV,Software Engineer
fc1145c2-28c9-47a4-89e1-af2ad7a74de3,Jr.B ackend Developer I,Software Engineer
832bf979-2956-41e6-baf5-89cb6d9e4184,Staff Full Stack Developer IV,Software Engineer
bc8018a1-8660-4d2c-b659-3e319ccfb2cf,Software Developer II,Software Engineer
c250a77a-11e7-42fe-aae1-ab7c7df93b1e,Frontend Developer II,Software Engineer
1839242b-e011-483d-8b4b-7abbb5a3201c,Junior Backend Developer,Software Engineer
02eb308d-94d0-4297-83bf-cbc7e22dcb2a,Principal Frontend Developer I,Software Engineer
8a247c40-bfbe-4fb3-89a5-a5e65c4ba953,Principal Frontend Developer III,Software Engineer
a3dcdd6e-9096-4f39-9f3d-b599e3cfae88,Principal Software Developer II,Software Engineer
48fb7edd-8d18-4a98-a5cf-4732c5f1af5b,Senior Frontend Developer Level 3,Software Engineer
d5653533-d80c-4d7d-a750-9abea3619a71,Associate Software Developer IV,Software Engineer
0688a197-327e-4382-81cf-d0a4858c8996,Jr. Flul Stack Developer I,Software Engineer
eaf64b00-886e-42ec-8e79-b1ecf4e85b8b,Staff SWE I,Software Engineer
abee6468-8e19-4734-b01e-f50ad8451a63,Lead Backend Developer Level 3,Software Engineer
3cd29696-b274-4258-adfa-acd87c7600e0,Jr. Full Stack Developer II,Software Engineer
8f59657c-fa5e-4a9c-b6e9-861002a919c1,Senior Backend Developer III,Software Engineer
c3b5ddfe-5b34-45fb-bdb0-2a6214c95f5c,Software Developer III,Software Engineer
daa5d24f-59ec-4543-a6a9-01636b55fc66,S.r SWE I,Software Engineer
7ea34eda-89d2-4c39-9fbc-a81995d41482,Frotnend Developer,Software Engineer
841fedcd-9d65-4d8a-9f75-668db1322cfd,Junior SW EII,Software Engineer
8d960fbe-c4d4-49c1-bc2c-afef2760c822,Senior Software Developer I,Software Engineer
3f537f5c-ad8a-46dd-b075-3ab9c51fd2b6,Lead Software Developer II,Software Engineer
243a0384-5e8c-44eb-8aa7-bb874032784c,Lead Full Stack Developer II,Software Engineer
7e6222ec-249e-4e2e-9afc-32f6acc2598f,Sfotware Developer Level 3,Software Engineer
14a5522b-26de-4239-bb6e-2ab316ef5280,Principal SWE I,Software Engineer
146b0c8f-b6cf-430c-bd3a-7dc9bb95c551,Frontend Developer Level 2,Software Engineer
a153f708-2ccd-4d2c-b616-83dbe18ecfb7,Associate Backend Developer Level 2,Software Engineer
bc80bb2e-d9ed-4177-849d-5dce2f8dde79,Principal Software Developer IV,Software Engineer
de21054e-788a-4bc3-acc4-27bd263e205f,Jr. Frontend Developer IV,Software Engineer
3942c382-d2c3-4843-83a1-216852802aeb,Lead Full Stack Developer II,Software Engineer
d094ddbe-d2db-4dfc-b63a-91f381694b18,Full Stack Developer Level 3,Software Engineer
11daaf0f-b0ba-46aa-a236-9f38d82185fa,Principal Backend Developer IV,Software Engineer
